Respondent,Y,EAR,MAR,Circularity,MOE,EAR_N,MAR_N,Circularity_N,MOE_N
37,0,0.24745486,1.004089027,0.394411432,4.05766541,-0.2892569021450303,-0.7719591420481258,0.42825430836470524,-0.16525947165848287
37,0,0.273130539,1.022550683,0.398169305,3.743816738,1.1127440606053325,-0.3577000053098903,0.7145539996725682,-0.9070757659592289
37,0,0.237671183,1.088835553,0.373790195,4.581268705,-0.8234871584602991,1.129659147358011,-1.142808308037269,1.0723352376177129
37,0,0.276352405,1.048631829,0.400507622,3.794545691,1.2886716079879228,0.2275320576807735,0.8927024989113512,-0.7871722351002014
37,0,0.264679371,1.112271467,0.419319763,4.202335313,0.6512744467982324,1.655535130656127,2.325936182205076,0.17668395813658733
37,0,0.273439872,1.088425859,0.398032552,3.980494329,1.129634954272075,1.1204660672374174,0.7041352490427779,-0.34766191730146756
37,0,0.247786157,1.060866319,0.381720176,4.281378474,-0.2711666809299918,0.50206047841576,-0.5386497554791474,0.3635112733811697
37,0,0.264264606,1.076223304,0.412888434,4.072521547,0.6286265187993222,0.8466542325731349,1.8359548796439416,-0.13014533710842804
37,0,0.244755683,1.076736744,0.393085028,4.399230821,-0.43664341342808655,0.8581752581608107,0.327200053537701,0.6420684224972417
37,0,0.260747632,1.081604026,0.389519238,4.148087631,0.4365848230775459,0.9673916816269152,0.055534519266405215,0.048463519352493746
37,0,0.264295094,1.096330686,0.434037269,4.148131046,0.6302912928975,1.2978416401050454,3.447213411271001,0.04856613554077155
37,0,0.269964304,1.113374284,0.389311408,4.124153699,0.9398542017512037,1.6802811241033164,0.03970065131916392,-0.008106994810096782
37,0,0.263773102,1.061847986,0.412779316,4.025611322,0.6017883159539097,0.5240879998896961,1.8276415466185474,-0.24102287899050584
37,0,0.274109019,1.127929615,0.419129571,4.114894205,1.1661732182931186,2.0068866493605997,2.311446094091605,-0.029992840247671536
37,0,0.270890561,1.05371227,0.396028494,3.889807998,0.9904317621636953,0.34153153329170854,0.5514528175814031,-0.5620091617153314
37,0,0.24555254,1.031010876,0.406521391,4.198738393,-0.3931316417949242,-0.1678626337967973,1.3508713109752,0.1681822370737179
37,0,0.251890555,1.100435779,0.412268964,4.368706006,-0.04704914357058354,1.389955385611416,1.7887595460670787,0.5699196222387669
37,0,0.206571824,1.15869981,0.351299238,5.609186122,-2.5216440507831535,2.697335784474333,-2.8563185959896478,3.5019325472604113
37,0,0.259802408,0.963997793,0.396204162,3.71050369,0.38497158402689496,-1.6715620805716616,0.5648363710364228,-0.9858148654804878
37,0,0.256570413,1.097379479,0.406940663,4.277108442,0.20849095028769218,1.3213753947583184,1.3828142329882702,0.35341857713173136
37,0,0.273327501,0.962389276,0.44604306,3.521011508,1.1234990211119344,-1.7076554225691924,4.36189420468971,-1.4337007442208076
37,0,0.256730569,0.991893817,0.392900516,3.863559453,0.21723614710177755,-1.045606163038091,0.31314270549996687,-0.6240505215165493
37,0,0.197059305,0.982668683,0.343376422,4.986664718,-3.0410679303300627,-1.2526079643464119,-3.4599312713219477,2.030533869370906
37,0,0.231581107,1.131919064,0.377101598,4.887786747,-1.1560311357869697,2.096405471442501,-0.8905236627882315,1.7968247713913652
37,0,0.28125,1.00322894,0.405543358,3.56703623,1.5561010654586027,-0.7912585428245112,1.2763582696912334,-1.3249161873109672
37,0,0.281162151,1.098688963,0.404410257,3.907670222,1.5513041374951158,1.3507587670523624,1.190031119593122,-0.5197898057078292
37,0,0.281527778,0.982365318,0.410635688,3.489408136,1.5712689223020724,-1.2594151393374622,1.664325746782071,-1.5083988340838348
37,0,0.250679929,0.938675189,0.396409949,3.744516733,-0.11315445737866665,-2.2397733002479576,0.5805145896923378,-0.9054212498077979
37,0,0.20976761,0.945334291,0.361851423,4.506578924,-2.3471405820046205,-2.090350418250164,-2.052383149495451,0.8957976209042853
37,0,0.214404223,1.114240803,0.327025229,5.196916305,-2.0939618485463596,1.6997248518440586,-4.7056736123790674,2.5274869141146827
37,0,0.220020434,0.952336879,0.370704488,4.328401967,-1.787292909858929,-1.9332200904066856,-1.3778979349529519,0.474656536797599
37,0,0.231916551,0.953708188,0.377988374,4.112290326,-1.1377144707846998,-1.9024494335088757,-0.8229631850767087,-0.03614739829718664
37,0,0.232798079,1.053507434,0.339823663,4.525412917,-1.0895793034657988,0.3369352400592429,-3.73060401757794,0.940313861183759
37,0,0.243236168,0.973734012,0.380485503,4.003245153,-0.5196153766199311,-1.4530920972703578,-0.6327153342696392,-0.2938878106773411
37,0,0.184755205,0.970392008,0.330268497,5.252312154,-3.712923971441058,-1.528082969812654,-4.45857994337304,2.6584211734918375
37,0,0.289623129,0.929242031,0.42415786,3.208452429,2.0133094189059624,-2.4514429299818987,2.6945345030151477,-2.1724689418247602
37,0,0.305997893,0.825140569,0.454034351,2.696556371,2.9074409779120565,-4.787364571101655,4.970723759720262,-3.3823922924410708
37,0,0.278430933,0.820328197,0.410671598,2.946253804,1.402168051727679,-4.895348874914013,1.6670616087749783,-2.7922045970014393
37,0,0.284748655,0.78634441,0.425288057,2.761538627,1.7471424660903598,-5.657907459350649,2.7806404071308735,-3.2287994923376417
37,0,0.272215286,0.762832112,0.399911782,2.802311812,1.0627673652602876,-6.18549741510609,0.8473074554735122,-3.1324275280696563
37,0,0.186201848,0.67993896,0.30455649,3.651623043,-3.6339311284959477,-8.045528042316969,-6.417491185718291,-1.1249858330848062
37,0,0.272082024,0.695777779,0.394547619,2.557235382,1.0554906949023948,-7.690122466246587,0.4386299373601894,-3.711692968208451
37,0,0.296448562,0.770706753,0.431477993,2.599799262,2.386007007047182,-6.008799182684061,3.252230789779634,-3.6110884968514347
37,0,0.262321029,0.827675308,0.391962845,3.155199994,0.5224989719804239,-4.730487832092069,0.24170470909925565,-2.298337003468784
37,0,0.305121854,0.730640332,0.439027664,2.394585385,2.859605533271747,-6.907845344937912,3.82741480392166,-4.096134352884972
37,0,0.25824647,0.698099498,0.400543962,2.703229583,0.30001077056681685,-7.638025660375609,0.8954711211564667,-3.36661941258347
37,0,0.180689699,0.753514514,0.329158065,4.170212907,-3.9349178406613174,-6.39457400628263,-4.543180018686489,0.10075907360196655
37,0,0.221676902,0.723048444,0.350060754,3.261722078,-1.696842732055834,-7.078198912846088,-2.9506745220387027,-2.0465601929743538
37,0,0.280300278,0.755871286,0.416515274,2.696648363,1.5042422165321467,-6.341690649870355,2.112271607863072,-3.3821748591025433
37,0,0.320891047,0.72130637,0.456027217,2.247823292,3.720670347479629,-7.117289126171163,5.122553510384518,-4.443022906783589
37,0,0.337669808,0.684703379,0.474050939,2.027730532,4.636861856018051,-7.938619750774797,6.495720204633841,-4.963236660071745
37,0,0.281304078,0.800502916,0.401022836,2.845685427,1.559053953600865,-5.340206248090773,0.9319549188727194,-3.0299091578478223
37,0,0.256557747,0.785591225,0.386166121,3.06204445,0.20779933297178055,-5.674808097511396,-0.1999281751937749,-2.518520507841395
37,0,0.262566686,0.760578968,0.398125505,2.896707804,0.5359128860002393,-6.236055473840741,0.7112170251448819,-2.9093120866817674
37,0,0.281194327,0.768460931,0.403059096,2.732846496,1.5530610835520222,-6.059192943838952,1.087090712291645,-3.296616539828643
37,0,0.290695118,0.942943443,0.438264077,3.243753965,2.0718445645610313,-2.1439984024045837,3.7692396813492097,-2.089029829427801
37,0,0.33110088,1.147837999,0.479105117,3.466731949,4.278170528702506,2.4536087619215396,6.880781009300473,-1.5619965278450205
37,0,0.26014344,1.080396769,0.396508949,4.153080968,0.40359337752761243,0.9403021701204093,0.5880570663645094,0.060265827534747
37,0,0.210731708,0.961704197,0.348091564,4.563642595,-2.2944967425102223,-1.7230278374347663,-3.100700477978811,1.0306739633487638
37,0,0.249980447,1.051829277,0.368225617,4.207646201,-0.15134914104902214,0.29927925350358336,-1.5667547702137543,0.18923683347775352
37,0,0.241259855,1.048637142,0.347576611,4.346504908,-0.6275304478706687,0.2276512755230662,-3.1399330132289567,0.5174448542468612
37,0,0.214416123,1.05401641,0.329013495,4.915751651,-2.093312058079019,0.3483560984253897,-4.55419432022685,1.8629229368656997
37,0,0.234184094,1.044764493,0.36895213,4.461295716,-1.0138970064411916,0.14075331622677004,-1.5114041908750842,0.7887657149269683
37,0,0.22080252,1.030865167,0.340219311,4.668720117,-1.7445876974688848,-0.17113218256073456,-3.7004609285840915,1.2790363906536824
37,0,0.25993765,0.986759018,0.370005086,3.79613733,0.3923563707818756,-1.1608253720334474,-1.4311830184829457,-0.78341021903902
37,0,0.314673431,0.982964821,0.438083438,3.12376173,3.3811621452618015,-1.2459629552402185,3.7554774041412897,-2.3726448421832607
37,0,0.247094774,0.955273111,0.366292627,3.866019082,-0.30891912485286754,-1.8673342926438412,-1.7140227700373774,-0.6182369144093167
37,0,0.191024137,0.886065099,0.301460027,4.638498109,-3.37061369799448,-3.420285517955891,-6.653400276059083,1.2076033084678592
37,0,0.2847189,0.9373334,0.428685362,3.292136211,1.7455177169007994,-2.2698815610033787,3.0394696365323655,-1.974673001951191
37,0,0.24690319,0.859672545,0.366683286,3.481820332,-0.31938042375162534,-4.012505231959731,-1.684259776155827,-1.5263334540052491
37,0,0.236697104,1.094244093,0.377295282,4.622972027,-0.8766760028836513,1.2510208015570812,-0.8757675309521422,1.1709056842884917
37,0,0.246644747,1.08415103,0.364523166,4.395597485,-0.3334925075962663,1.0245436336678817,-1.848832045944599,0.6334806281621759
37,0,0.313366428,1.125610117,0.435833359,3.591993321,3.30979423852338,1.9548396802725558,3.5840514610297705,-1.26592732288733
37,0,0.293243691,1.084942534,0.428568455,3.699798381,2.2110074587395876,1.0423041077967967,3.0305628858221287,-1.0111180557126402
37,0,0.23042582,0.966359593,0.3553209,4.193799092,-1.2191147055049503,-1.6185659014017997,-2.54992170893557,0.15650764899626327
37,0,0.193333333,1.042245421,0.317958844,5.390924589,-3.2445218032025536,0.08422812736497873,-5.396410959484265,2.9860471029579427
37,0,0.236942683,1.066804008,0.344922723,4.502371599,-0.8632663479946311,0.6352956507838365,-3.342123804446661,0.8858531396339643
37,0,0.202306394,1.009905978,0.351011015,4.991962731,-2.7545546182717198,-0.6414331968290954,-2.8782773359278617,2.04305631321549
37,0,0.253144277,0.981374439,0.378221655,3.876739582,0.02140939460561229,-1.2816493679002774,-0.8051902911316545,-0.5928978185566157
37,0,0.341996524,1.20585278,0.499400709,3.525921162,4.87311889901767,3.7553962665266454,8.427033829582152,-1.4220962301300843
37,0,0.243408562,1.043569825,0.384435203,4.28731765,-0.5102019331050633,0.1139462879532092,-0.3318009897032645,0.37754917739218286
37,0,0.244242577,1.014922663,0.384246057,4.155387958,-0.46466117708656685,-0.5288643353256828,-0.34621138659856293,0.06571865536378738
37,0,0.224051479,0.933984318,0.378120723,4.168614829,-1.5671807573861531,-2.3450312560353708,-0.8128799603788815,0.09698183824707747
37,0,0.243895306,0.909550305,0.358236977,3.729265308,-0.48362364644658873,-2.8933034767089043,-2.3277556205845347,-0.9414696915750006
37,0,0.262137237,0.823952233,0.391312634,3.143209416,0.5124631493271746,-4.814029516300232,0.19216732223573424,-2.3266780701421017
37,0,0.240192173,0.926482109,0.360709122,3.857253534,-0.6858304130599521,-2.5133725263943147,-2.1394112166176424,-0.6389552634577257
37,0,0.260199381,1.02161904,0.369528933,3.926293124,0.4066479933707698,-0.3786050435647571,-1.4674595123706604,-0.47577250251922204
37,0,0.253238289,1.033125359,0.375966766,4.079657005,0.026542848506096568,-0.12041597450319684,-0.9769826919481527,-0.11327988734256665
37,0,0.247054019,1.077439247,0.363572811,4.361148431,-0.3111445206929097,0.8739386483104297,-1.9212363935989478,0.5520564519259102
37,0,0.249633355,1.085976074,0.367210869,4.35028433,-0.170301836249914,1.0654956020042714,-1.6440650037302347,0.5263779391147134
37,0,0.236490782,1.061661029,0.363528942,4.489227947,-0.8879420590855751,0.5198928916379101,-1.9245786250043138,0.8547866541265199
37,0,0.220993196,1.040030722,0.326812586,4.70616626,-1.7341759792209122,0.03453273189909777,-4.7218741665911885,1.3675445205721528
37,0,0.246907447,1.010128904,0.359795113,4.091123686,-0.3191479734978876,-0.6364309840093688,-2.209046484907073,-0.0861771095830056
37,0,0.278538087,1.034559085,0.404484398,3.714246395,1.4080191145627672,-0.08824474917654525,1.1956796727542491,-0.9769685653318578
37,0,0.230644076,1.044893908,0.359719916,4.530330571,-1.207197002291491,0.14365724565655494,-2.2147754911527033,0.9519372841655639
37,0,0.230865704,1.037493656,0.358818349,4.49392716,-1.1950951735775381,-0.02239622241615429,-2.2834628453536987,0.865893767473777
37,0,0.279599727,1.037175854,0.391001787,3.709502383,1.4659891609282143,-0.02952734771573316,0.1684849359113489,-0.9881815661055505
37,0,0.285529379,1.048045693,0.401477557,3.670535404,1.789773307504226,0.21437981427578018,0.9665985808408598,-1.080284361308313
37,0,0.213446241,1.004865909,0.326514336,4.707817304,-2.146271728503089,-0.7545267694230758,-4.744596829899015,1.3714469469676591
37,0,0.253322729,1.029230382,0.370217855,4.062921585,0.031153630612177078,-0.20781494941830303,-1.4149728647550566,-0.15283591658702514
37,0,0.256683011,0.990015974,0.378250132,3.856959477,0.21463927861053,-1.0877428825236,-0.8030207243822243,-0.6396502999307585
37,0,0.280958171,0.995261949,0.392052798,3.54238478,1.5401659644255004,-0.970029007080878,0.24855792530220064,-1.3831826351872865
37,0,0.262442017,1.014817467,0.411293002,3.866825441,0.5291054298848596,-0.5312248171886443,1.7144042873001628,-0.6163309950965343
